id,title,origin,contest,year,label,hosts,url,mirror_urls,format,difficulty,difficulty_basis,difficulty_native,primary_tag,tags,free_tags,quality,canonical,constraints,editorial_url,added,verified
usaco-2022-feb-bronze-sleepinginclass,Sleeping in Class,usaco,USACO 2022 February Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1203,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-gold-cowcamp,Cow Camp,usaco,USACO 2022 February Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1210,,standard,6,estimated,Gold,combinatorics.basics.binomials,combinatorics.basics.binomials,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-gold-moonetwork,Moo Network,usaco,USACO 2022 February Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1211,,standard,6,estimated,Gold,graphs.spanning.mst,graphs.spanning.mst,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-gold-redistributinggifts,Redistributing Gifts,usaco,USACO 2022 February Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1209,,standard,6,estimated,Gold,dp.subset.subset_dp,dp.subset.subset_dp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-platinum-paintbyrectangles,Paint by Rectangles,usaco,USACO 2022 February Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1212,,standard,8,estimated,Platinum,data_structures.range_query.lazy_propagation,data_structures.range_query.lazy_propagation,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-feb-platinum-phonenumbers,Phone Numbers,usaco,USACO 2022 February Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1214,,standard,8,estimated,Platinum,dp.subset.subset_dp,dp.subset.subset_dp,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-feb-platinum-sleepinginclass,Sleeping in Class,usaco,USACO 2022 February Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1213,,standard,8,estimated,Platinum,dp.subset.sum_over_subsets,dp.subset.sum_over_subsets,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-silver-emailfiling,Email Filing,usaco,USACO 2022 February Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1208,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-feb-silver-redistributinggifts,Redistributing Gifts,usaco,USACO 2022 February Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1206,,standard,4,estimated,Silver,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-feb-silver-robotinstructions,Robot Instructions,usaco,USACO 2022 February Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1207,,standard,4,estimated,Silver,search.exhaustive.meet_in_middle,search.exhaustive.meet_in_middle,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-jan-bronze-drought,Drought,usaco,USACO 2022 January Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1181,,standard,2,estimated,Bronze,geometry.sweep.line_sweep,geometry.sweep.line_sweep,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-bronze-herdle,Herdle,usaco,USACO 2022 January Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1179,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2022-jan-bronze-nontransitivedice,Non-Transitive Dice,usaco,USACO 2022 January Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1180,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-gold-drought,Drought,usaco,USACO 2022 January Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1185,,standard,6,estimated,Gold,dp.basics.linear,dp.basics.linear,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-jan-gold-farmupdates,Farm Updates,usaco,USACO 2022 January Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1186,,standard,6,estimated,Gold,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-gold-testsforhaybales,Tests for Haybales,usaco,USACO 2022 January Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1187,,standard,6,estimated,Gold,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-platinum-countinghaybales,Counting Haybales,usaco,USACO 2022 January Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1189,,standard,8,estimated,Platinum,data_structures.static_range.prefix_sums,data_structures.static_range.prefix_sums,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-platinum-minimizinghaybales,Minimizing Haybales,usaco,USACO 2022 January Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1188,,standard,8,estimated,Platinum,data_structures.sqrt.sqrt_decomposition,data_structures.sqrt.sqrt_decomposition,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-jan-platinum-multiplechoicetest,Multiple Choice Test,usaco,USACO 2022 January Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1190,,standard,8,estimated,Platinum,geometry.convexity.convex_hull,geometry.convexity.convex_hull,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-silver-cereal2,Cereal 2,usaco,USACO 2022 January Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1184,,standard,4,estimated,Silver,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-jan-silver-cowfrisbee,Cow Frisbee,usaco,USACO 2022 January Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1183,,standard,4,estimated,Silver,data_structures.linear.monotonic_stack,data_structures.linear.monotonic_stack,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-jan-silver-searchingforsoulmates,Searching for Soulmates,usaco,USACO 2022 January Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1182,,standard,4,estimated,Silver,bitwise.basics.operators,bitwise.basics.operators,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-open-bronze-alchemy,Alchemy,usaco,USACO 2022 US Open Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1229,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2022-open-bronze-countingliars,Counting Liars,usaco,USACO 2022 US Open Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1228,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-open-bronze-photoshoot,Photoshoot,usaco,USACO 2022 US Open Bronze,2022,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1227,,standard,2,estimated,Bronze,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-open-gold-applecatching,Apple Catching,usaco,USACO 2022 US Open Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1233,,standard,6,estimated,Gold,data_structures.trees.treap,data_structures.trees.treap,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-open-gold-balancingatree,Balancing a Tree,usaco,USACO 2022 US Open Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1235,,standard,6,estimated,Gold,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2022-open-gold-pairprogramming,Pair Programming,usaco,USACO 2022 US Open Gold,2022,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1234,,standard,6,estimated,Gold,dp.basics.grid,dp.basics.grid,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2022-open-platinum-262144revisited,262144 Revisited,usaco,USACO 2022 US Open Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1236,,standard,8,estimated,Platinum,trees.ancestors.binary_lifting,trees.ancestors.binary_lifting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-open-platinum-hoofandbrain,Hoof and Brain,usaco,USACO 2022 US Open Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1237,,standard,8,estimated,Platinum,trees.decomposition.small_to_large,trees.decomposition.small_to_large,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-open-platinum-updownsubsequence,Up Down Subsequence,usaco,USACO 2022 US Open Platinum,2022,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1238,,standard,8,estimated,Platinum,dp.basics.lis,dp.basics.lis,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-open-silver-cowoperations,COW Operations,usaco,USACO 2022 US Open Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1232,,standard,4,estimated,Silver,data_structures.static_range.prefix_sums,data_structures.static_range.prefix_sums,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2022-open-silver-subsetequality,Subset Equality,usaco,USACO 2022 US Open Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1231,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2022-open-silver-visits,Visits,usaco,USACO 2022 US Open Silver,2022,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1230,,standard,4,estimated,Silver,graphs.special_graphs.functional_graph,graphs.special_graphs.functional_graph,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-dec-bronze-candycanefeast,Candy Cane Feast,usaco,USACO 2023 December Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1347,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-bronze-cowntacttracing2,Cowntact Tracing 2,usaco,USACO 2023 December Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1348,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-bronze-farmerjohnactuallyfarms,Farmer John Actually Farms,usaco,USACO 2023 December Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1349,,standard,2,estimated,Bronze,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-gold-flightroutes,Flight Routes,usaco,USACO 2023 December Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1353,,standard,6,estimated,Gold,bitwise.techniques.bitset_optimization,bitwise.techniques.bitset_optimization,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-gold-haybaledistribution,Haybale Distribution,usaco,USACO 2023 December Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1355,,standard,6,estimated,Gold,math.numerical.ternary_search,math.numerical.ternary_search,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-dec-gold-minimumlongesttrip,Minimum Longest Trip,usaco,USACO 2023 December Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1354,,standard,6,estimated,Gold,graphs.traversal.topological_sort,graphs.traversal.topological_sort,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-platinum-agraphproblem,A Graph Problem,usaco,USACO 2023 December Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1357,,standard,8,estimated,Platinum,trees.decomposition.small_to_large,trees.decomposition.small_to_large,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-platinum-cowntacttracing,Cowntact Tracing,usaco,USACO 2023 December Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1356,,standard,8,estimated,Platinum,trees.decomposition.centroid,trees.decomposition.centroid,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-platinum-trainscheduling,Train Scheduling,usaco,USACO 2023 December Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1358,,standard,8,estimated,Platinum,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-dec-silver-bovineacrobatics,Bovine Acrobatics,usaco,USACO 2023 December Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1350,,standard,4,estimated,Silver,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-dec-silver-cyclecorrespondence,Cycle Correspondence,usaco,USACO 2023 December Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1351,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2023-dec-silver-targetpractice,Target Practice,usaco,USACO 2023 December Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1352,,standard,4,estimated,Silver,strings.suffix_structures.suffix_array,strings.suffix_structures.suffix_array,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-bronze-hungrycow,Hungry Cow,usaco,USACO 2023 February Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1299,,standard,2,estimated,Bronze,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-bronze-stampgrid,Stamp Grid,usaco,USACO 2023 February Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1300,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2023-feb-bronze-watchingmooloo,Watching Mooloo,usaco,USACO 2023 February Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1301,,standard,2,estimated,Bronze,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-feb-gold-equalsumsubarrays,Equal Sum Subarrays,usaco,USACO 2023 February Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1305,,standard,6,estimated,Gold,data_structures.linear.sliding_window,data_structures.linear.sliding_window,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-gold-fertilizingpastures,Fertilizing Pastures,usaco,USACO 2023 February Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1306,,standard,6,estimated,Gold,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-gold-pilingpapers,Piling Papers,usaco,USACO 2023 February Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1307,,standard,6,estimated,Gold,dp.digit.digit_dp,dp.digit.digit_dp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-feb-platinum-hungrycow,Hungry Cow,usaco,USACO 2023 February Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1308,,standard,8,estimated,Platinum,data_structures.range_query.persistent,data_structures.range_query.persistent,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-platinum-problemsetting,Problem Setting,usaco,USACO 2023 February Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1309,,standard,8,estimated,Platinum,dp.subset.sum_over_subsets,dp.subset.sum_over_subsets,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-feb-platinum-watchingcowflix,Watching Cowflix,usaco,USACO 2023 February Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1310,,standard,8,estimated,Platinum,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-feb-silver-bakery,Bakery,usaco,USACO 2023 February Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1302,,standard,4,estimated,Silver,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-feb-silver-cowlibi,Cow-libi,usaco,USACO 2023 February Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1303,,standard,4,estimated,Silver,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-feb-silver-moorouteii,Moo Route II,usaco,USACO 2023 February Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1304,,standard,4,estimated,Silver,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-bronze-aircownditioningii,Air Cownditioning II,usaco,USACO 2023 January Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1276,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-bronze-leaders,Leaders,usaco,USACO 2023 January Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1275,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-jan-bronze-moooperations,Moo Operations,usaco,USACO 2023 January Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1277,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2023-jan-gold-findandreplace,Find and Replace,usaco,USACO 2023 January Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1281,,standard,6,estimated,Gold,strings.matching.kmp,strings.matching.kmp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-gold-lightsoff,Lights Off,usaco,USACO 2023 January Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1282,,standard,6,estimated,Gold,dp.subset.subset_dp,dp.subset.subset_dp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-gold-mooroute,Moo Route,usaco,USACO 2023 January Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1283,,standard,6,estimated,Gold,combinatorics.basics.binomials,combinatorics.basics.binomials,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-platinum-manacollection,Mana Collection,usaco,USACO 2023 January Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1285,,standard,8,estimated,Platinum,dp.optimization.convex_hull_trick,dp.optimization.convex_hull_trick,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-jan-platinum-subtreeactivation,Subtree Activation,usaco,USACO 2023 January Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1286,,standard,8,estimated,Platinum,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-jan-platinum-tractorpaths,Tractor Paths,usaco,USACO 2023 January Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1284,,standard,8,estimated,Platinum,trees.ancestors.binary_lifting,trees.ancestors.binary_lifting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-jan-silver-findandreplace,Find and Replace,usaco,USACO 2023 January Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1278,,standard,4,estimated,Silver,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-jan-silver-followingdirections,Following Directions,usaco,USACO 2023 January Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1279,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2023-jan-silver-mooroute,Moo Route,usaco,USACO 2023 January Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1280,,standard,4,estimated,Silver,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-bronze-feb,FEB,usaco,USACO 2023 US Open Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1323,,standard,2,estimated,Bronze,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-open-bronze-moolanguage,Moo Language,usaco,USACO 2023 US Open Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1324,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-open-bronze-rotateandshift,Rotate and Shift,usaco,USACO 2023 US Open Bronze,2023,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1325,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-gold-custodialcleanup,Custodial Cleanup,usaco,USACO 2023 US Open Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1329,,standard,6,estimated,Gold,graphs.traversal.bfs,graphs.traversal.bfs,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-gold-pareidolia,Pareidolia,usaco,USACO 2023 US Open Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1330,,standard,6,estimated,Gold,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2023-open-gold-treemerging,Tree Merging,usaco,USACO 2023 US Open Gold,2023,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1331,,standard,6,estimated,Gold,data_structures.disjoint_set.dsu,data_structures.disjoint_set.dsu,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-platinum-goodbitstrings,Good Bitstrings,usaco,USACO 2023 US Open Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1333,,standard,8,estimated,Platinum,data_structures.range_query.fenwick,data_structures.range_query.fenwick,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-platinum-pareidolia,Pareidolia,usaco,USACO 2023 US Open Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1332,,standard,8,estimated,Platinum,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-open-platinum-triplesofcows,Triples of Cows,usaco,USACO 2023 US Open Platinum,2023,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1334,,standard,8,estimated,Platinum,data_structures.disjoint_set.dsu,data_structures.disjoint_set.dsu,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-silver-fieldday,Field Day,usaco,USACO 2023 US Open Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1327,,standard,4,estimated,Silver,bitwise.basics.operators,bitwise.basics.operators,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2023-open-silver-milksum,Milk Sum,usaco,USACO 2023 US Open Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1326,,standard,4,estimated,Silver,data_structures.static_range.prefix_sums,data_structures.static_range.prefix_sums,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2023-open-silver-pareidolia,Pareidolia,usaco,USACO 2023 US Open Silver,2023,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1328,,standard,4,estimated,Silver,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2024-dec-bronze-farmerjohnscheeseblock,Farmer John's Cheese Block,usaco,USACO 2024 December Bronze,2024,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1444,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2024-dec-bronze-itsmoointime,It's Mooin' Time,usaco,USACO 2024 December Bronze,2024,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1445,,standard,2,estimated,Bronze,data_structures.linear.hash_map,data_structures.linear.hash_map,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2024-dec-bronze-roundaboutrounding,Roundabout Rounding,usaco,USACO 2024 December Bronze,2024,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1443,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2024-dec-gold-cowdependence,Cowdependence,usaco,USACO 2024 December Gold,2024,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1449,,standard,6,estimated,Gold,data_structures.sqrt.sqrt_decomposition,data_structures.sqrt.sqrt_decomposition,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2024-dec-gold-interstellarintervals,Interstellar Intervals,usaco,USACO 2024 December Gold,2024,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1450,,standard,6,estimated,Gold,dp.basics.linear,dp.basics.linear,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2024-dec-gold-jobcompletion,Job Completion,usaco,USACO 2024 December Gold,2024,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=1451,,standard,6,estimated,Gold,data_structures.linear.heap,data_structures.linear.heap,via-usaco-guide,,,,,2026-09-19,2026-09-19
